# control_vectors -- generated by tools/gen_control_table.py
# 639 vectors (519 legal, 120 illegal)
# columns: inst packed  [decoded fields]  source
00000033 00000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=0  # add x0, x0, x0
00003033 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x0, x0, x0
01ffbfb3 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x31, x31, x31
01743db3 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x27, x8, x23
01b5b4b3 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x9, x11, x27
01693fb3 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x31, x18, x22
01b4b5b3 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x11, x9, x27
01e3b533 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x10, x7, x30
01a232b3 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x5, x4, x26
01bab833 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x16, x21, x27
01f1b9b3 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x19, x3, x31
01c93f33 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x30, x18, x28
01ea3eb3 01000041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=4  # sltu x29, x20, x30
00004033 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x0, x0, x0
01ffcfb3 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x31, x31, x31
015545b3 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x11, x10, x21
016e4bb3 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x23, x28, x22
00a24ab3 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x21, x4, x10
01b74233 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x4, x14, x27
00cc48b3 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x17, x24, x12
00ccce33 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x28, x25, x12
00294733 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x14, x18, x2
0065cc33 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x24, x11, x6
01f2ce33 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x28, x5, x31
01a94233 01400041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=5  # xor x4, x18, x26
00005033 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x0, x0, x0
01ffdfb3 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x31, x31, x31
0099da33 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x20, x19, x9
012f52b3 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x5, x30, x18
00c25fb3 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x31, x4, x12
01675bb3 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x23, x14, x22
008a5a33 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x20, x20, x8
0069dc33 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x24, x19, x6
01c6d833 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x16, x13, x28
0149d133 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x2, x19, x20
0061d5b3 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x11, x3, x6
013758b3 01800041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=6  # srl x17, x14, x19
40005033 01c00041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=7  # sra x0, x0, x0
41ffdfb3 01c00041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=7  # sra x31, x31, x31
40b7db33 01c00041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=7  # sra x22, x15, x11
40a15ab3 01c00041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=7  # sra x21, x2, x10
4140d433 01c00041  reg_we=1 alu_src_a=0 alu_src_b=0 imm_sel=0 alu_class=1 mem_re=0 mem_we=0 wb_sel=0 branch=0 jal=0 jalr=0 csr_en=0 csr_we=0 csr_imm=0 mret=0 ecall=0 ebreak=0 illegal=0 alu_op=7  # sra x8, x1, x20
